Champ1,Champ2,Champ3,Champ4,Champ5,Games,Wins
Ezreal,Lux,Malzahar,,,128,62
Camille,Jinx,Lulu,,,76,37
Aurora,Jinx,Lulu,,,101,54
Gangplank,Lux,MasterYi,,,32,9
Gangplank,Lux,MissFortune,,,67,35
MasterYi,MissFortune,Neeko,,,47,27
Lux,MissFortune,Neeko,,,55,23
Jinx,Vladimir,Yasuo,,,59,27
Jinx,Sett,Vladimir,,,44,29
Jinx,Trundle,Yasuo,,,81,37
Jinx,Sett,Trundle,,,33,17
Jinx,Sett,Yasuo,,,146,81
Gwen,MissFortune,MonkeyKing,,,33,21
Blitzcrank,Gwen,MissFortune,,,65,28
Teemo,Vayne,Vi,,,40,15
Sett,Warwick,Zed,,,40,21
Caitlyn,Sett,Warwick,,,118,71
Caitlyn,Sett,Zed,,,123,64
Caitlyn,Malphite,Sett,,,47,19
Caitlyn,Warwick,Zed,,,106,64
Caitlyn,Malphite,Warwick,,,96,49
Caitlyn,Malphite,Zed,,,123,68
Garen,Lux,XinZhao,,,55,27
Garen,MissFortune,XinZhao,,,61,27
Garen,Lux,Nautilus,,,40,15
Garen,MissFortune,Nautilus,,,104,51
Lux,MissFortune,XinZhao,,,105,48
MissFortune,Nautilus,XinZhao,,,57,25
Lux,MissFortune,Nautilus,,,72,34
Gwen,Jhin,Veigar,,,53,29
LeeSin,Lux,Veigar,,,59,25
Ahri,Jinx,Warwick,,,168,88
Ahri,Milio,Warwick,,,45,24
Ahri,Hecarim,Jinx,,,74,30
Thresh,Vi,Yorick,,,30,21
Irelia,Kaisa,Yorick,,,62,39
Kaisa,Thresh,Yorick,,,181,96
Irelia,Kaisa,Vi,,,73,42
Irelia,Kaisa,Thresh,,,105,59
Draven,Mordekaiser,Nami,,,30,14
Draven,Naafiri,Nami,,,38,18
Graves,Jinx,Nasus,,,35,16
Jinx,Nasus,Zed,,,55,28
Jinx,Mel,Nasus,,,64,31
Graves,Jinx,Zed,,,44,19
Graves,Jinx,Mel,,,56,24
Jinx,Mel,Zed,,,81,39
Ahri,Jhin,Yorick,,,231,133
Ahri,Lux,Yorick,,,170,97
Ahri,Jhin,Olaf,,,39,21
Jhin,Lux,Olaf,,,63,40
Ahri,Jhin,Lux,,,262,144
Ekko,Jhin,Tryndamere,,,43,22
Jhin,Leblanc,Tryndamere,,,38,22
Jhin,Thresh,Tryndamere,,,57,27
Caitlyn,Gangplank,Lux,,,130,74
Caitlyn,Evelynn,Lux,,,80,33
Caitlyn,Jayce,Lux,,,178,95
Jinx,Talon,Volibear,,,41,28
Jinx,Katarina,Volibear,,,61,29
Ashe,Briar,Garen,,,38,17
Caitlyn,Renekton,Syndra,,,31,13
Pantheon,Sett,Viego,,,43,23
Jhin,Ryze,Sett,,,42,21
Jhin,Pantheon,Sett,,,106,53
Jhin,Ryze,Viego,,,51,24
Jhin,Pantheon,Viego,,,87,46
Jhin,Pantheon,Ryze,,,40,24
Ezreal,Vex,Yorick,,,63,32
Ezreal,Kayn,Shen,,,58,26
Ezreal,Kayn,Lissandra,,,41,19
Anivia,Ezreal,Kayn,,,31,14
Fizz,Jhin,MasterYi,,,70,36
Jhin,MasterYi,Seraphine,,,66,36
Chogath,Jinx,Lux,,,106,56
Jinx,Lux,Sejuani,,,55,27
Jinx,Lux,Vladimir,,,71,32
Leona,Sylas,Yorick,,,57,26
Kaisa,Leona,Sylas,,,130,63
Kayle,Nautilus,Samira,,,48,20
Chogath,Nautilus,Samira,,,49,24
Kayn,Malzahar,Sett,,,65,36
Kaisa,Kayn,Sett,,,108,61
Kaisa,Malzahar,Sett,,,95,48
Malzahar,Senna,Sett,,,38,24
Kaisa,Senna,Sett,,,49,24
Kaisa,Kayn,Malzahar,,,84,42
Kayn,Malzahar,Senna,,,36,15
Kaisa,Kayn,Senna,,,47,19
Kaisa,Malzahar,Senna,,,45,20
JarvanIV,MissFortune,Teemo,,,67,44
MissFortune,Teemo,Veigar,,,82,45
Milio,MissFortune,Teemo,,,31,17
JarvanIV,MissFortune,Veigar,,,52,30
Gwen,MissFortune,Volibear,,,44,24
Gwen,MissFortune,Veigar,,,71,34
Gwen,MissFortune,Seraphine,,,64,29
MissFortune,Veigar,Volibear,,,97,61
MissFortune,Seraphine,Volibear,,,101,57
MissFortune,Seraphine,Veigar,,,65,32
Aatrox,Amumu,Lux,,,59,30
Aatrox,Amumu,Jinx,,,65,37
Amumu,Jinx,Lux,,,158,72
Amumu,Jinx,Neeko,,,32,12
Pantheon,Tristana,Xerath,,,54,31
Darius,Nocturne,Varus,,,40,21
Darius,Leblanc,Varus,,,41,20
Leblanc,Nocturne,Varus,,,33,21
Aatrox,Shaco,Vex,,,31,13
Aatrox,Kaisa,Shaco,,,98,47
Aatrox,Shaco,Yuumi,,,36,12
Aatrox,Kaisa,Vex,,,40,20
Aatrox,Kaisa,Yuumi,,,45,20
Kaisa,Shaco,Vex,,,30,16
Kaisa,Shaco,Yuumi,,,38,16
LeeSin,Teemo,Yasuo,,,70,30
LeeSin,Smolder,Teemo,,,34,16
LeeSin,Smolder,Yasuo,,,55,27
MissFortune,Mordekaiser,Sett,,,34,19
MissFortune,Rell,Sett,,,61,30
MissFortune,Mordekaiser,Rell,,,95,54
Garen,Sylas,Yorick,,,42,24
Caitlyn,Garen,Yorick,,,91,54
Caitlyn,Garen,Sylas,,,123,54
Caitlyn,Garen,Janna,,,40,27
Caitlyn,Sylas,Yorick,,,162,86
Caitlyn,Janna,Yorick,,,42,21
MissFortune,Ornn,Viego,,,36,20
Irelia,MissFortune,Viego,,,74,40
Akali,Lux,Teemo,,,48,23
Draven,Lux,Teemo,,,37,19
Ekko,Lux,Teemo,,,44,25
Ashe,Seraphine,Urgot,,,32,20
Ashe,Malzahar,Seraphine,,,50,19
Amumu,Caitlyn,Yorick,,,70,36
Caitlyn,Xerath,Yorick,,,117,61
Amumu,Caitlyn,Ekko,,,32,20
Amumu,Caitlyn,Xerath,,,66,41
Caitlyn,Ekko,Xerath,,,47,21
Kaisa,Lux,Olaf,,,34,14
Galio,Kaisa,Volibear,,,48,26
Galio,Lux,Volibear,,,44,24
Kaisa,Lux,Volibear,,,129,74
Galio,Kaisa,Lux,,,79,41
Akali,Jinx,Trundle,,,47,23
Jinx,Trundle,Veigar,,,44,24
Gwen,Kayn,Yasuo,,,44,22
Gwen,Xayah,Yasuo,,,49,20
Gwen,Malphite,Yasuo,,,73,35
Kayn,Xayah,Yasuo,,,32,17
Kayn,Malphite,Yasuo,,,133,77
Malphite,Xayah,Yasuo,,,46,22
Kaisa,Naafiri,Zed,,,76,30
Kaisa,Sejuani,Zed,,,30,14
Aurora,Nautilus,Viego,,,32,14
Briar,Jhin,Teemo,,,50,29
Jhin,Teemo,Xerath,,,143,77
Jhin,Teemo,Zyra,,,83,50
Briar,Jhin,Xerath,,,77,43
Briar,Jhin,Zyra,,,75,40
Jhin,Xerath,Zyra,,,71,37
Fiora,Lux,Nocturne,,,32,17
Caitlyn,Fiora,Nocturne,,,46,24
Caitlyn,Fiora,Lux,,,155,87
Caitlyn,Fiora,Zyra,,,34,13
Caitlyn,Lux,Nocturne,,,333,170
Lux,Nocturne,Zyra,,,31,16
Caitlyn,Nocturne,Zyra,,,65,39
Caitlyn,Lux,Zyra,,,90,45
Galio,Garen,Shaco,,,33,14
Garen,Shaco,Twitch,,,41,22
Darius,Ekko,Yasuo,,,38,18
Darius,Samira,Yasuo,,,41,15
Ekko,Samira,Yasuo,,,36,14
Ekko,Lux,Yasuo,,,48,21
Ahri,Shen,Thresh,,,34,21
Ahri,Kindred,Thresh,,,38,24
Caitlyn,Mel,Nasus,,,78,40
Caitlyn,Milio,Nasus,,,42,21
Caitlyn,Evelynn,Mel,,,39,14
Caitlyn,Mel,Milio,,,30,20
Lux,Malphite,Naafiri,,,84,38
Jinx,Lux,Malphite,,,132,68
Jinx,Lux,Quinn,,,51,23
Jinx,Kayn,Volibear,,,54,30
Jinx,Senna,Volibear,,,62,27
Jinx,Kayn,Senna,,,63,29
Jinx,Senna,Vladimir,,,36,15
Kaisa,Khazix,Sett,,,50,28
Khazix,Lulu,Sett,,,30,15
Fizz,Kaisa,Sett,,,47,23
Kaisa,Khazix,Lulu,,,47,24
Fizz,Kaisa,Lulu,,,43,22
Mel,Trundle,Viego,,,30,17
Ashe,Mel,Trundle,,,43,22
Ashe,Lulu,Trundle,,,33,16
Ashe,Mel,Viego,,,97,32
Lulu,Mel,Viego,,,40,17
Ashe,Lulu,Viego,,,84,47
Ashe,Lulu,Mel,,,52,25
Camille,MissFortune,Yasuo,,,32,13
MissFortune,Rell,Shaco,,,55,28
Smolder,Yasuo,Zyra,,,44,26
Darius,Jax,Kaisa,,,33,14
Chogath,Darius,Kaisa,,,39,16
Nocturne,Thresh,Varus,,,56,28
Ahri,Morgana,Sett,,,71,44
Caitlyn,Singed,Warwick,,,43,16
Ahri,Caitlyn,Singed,,,47,21
Ahri,Warwick,Zyra,,,51,30
Caitlyn,Warwick,Zyra,,,102,63
Ezreal,Shaco,Trundle,,,44,20
Ezreal,Shaco,Vex,,,54,25
Ezreal,Malphite,Vex,,,35,18
Ashe,Braum,Naafiri,,,90,44
Camille,Diana,MissFortune,,,32,19
Ahri,Camille,MissFortune,,,37,21
Ahri,Diana,MissFortune,,,69,36
Diana,MissFortune,Sona,,,43,25
Ahri,MissFortune,Sona,,,47,31
Chogath,Jinx,Shaco,,,75,45
Chogath,Jinx,Leona,,,47,27
AurelionSol,Jinx,Shaco,,,35,19
Jinx,Leona,Shaco,,,65,35
Fiora,Nautilus,Yasuo,,,35,18
Ezreal,Fiora,Nautilus,,,31,11
Ezreal,Sejuani,Yasuo,,,62,34
Ezreal,Nautilus,Yasuo,,,104,48
Caitlyn,Ekko,MasterYi,,,38,23
Caitlyn,Diana,MasterYi,,,58,25
Caitlyn,MasterYi,Neeko,,,49,23
Caitlyn,Diana,Ekko,,,49,24
Caitlyn,Ekko,Neeko,,,35,13
Caitlyn,Diana,Neeko,,,45,25
Caitlyn,Malzahar,Zac,,,33,18
Samira,Thresh,Vladimir,,,34,18
MissFortune,Thresh,Vladimir,,,66,38
Ekko,Samira,Thresh,,,33,17
Caitlyn,Shaco,Sion,,,83,38
Caitlyn,Sion,Vex,,,30,21
Caitlyn,Sion,Swain,,,40,23
Caitlyn,Shaco,Swain,,,79,38
Aphelios,Darius,Lux,,,40,25
Lucian,Pyke,Vladimir,,,32,13
Leblanc,Lucian,Pyke,,,35,9
Ashe,Galio,Shaco,,,33,19
Ashe,Shaco,Xerath,,,48,20
Jinx,Nunu,Sett,,,33,13
Jinx,Sett,Yone,,,83,44
Jinx,Karma,Sett,,,50,27
Karma,Nunu,Yone,,,35,8
Aphelios,Kayn,Lulu,,,54,29
Shaco,Swain,Varus,,,33,15
Gwen,Kaisa,Nocturne,,,42,19
Gwen,Nami,Nocturne,,,31,18
Gwen,Kaisa,Leblanc,,,53,32
Gwen,Kaisa,Nami,,,58,26
Kaisa,Leblanc,Nocturne,,,74,31
Kaisa,Nami,Nocturne,,,46,20
Brand,Ekko,Jinx,,,37,19
Kaisa,Urgot,Viktor,,,30,13
Kaisa,Thresh,Urgot,,,52,24
Kaisa,Viktor,Yorick,,,85,48
Kaisa,Thresh,Viktor,,,150,76
Aurora,Kaisa,Kayn,,,37,21
Aurora,Kayn,Nautilus,,,34,24
Kaisa,Kayn,Xerath,,,67,38
Kaisa,Kayn,Nautilus,,,166,74
Kaisa,Nautilus,Xerath,,,83,48
Garen,Vayne,Yorick,,,35,20
Garen,Lulu,Yorick,,,48,26
Lulu,Shaco,Yorick,,,37,18
Ashe,Brand,Zed,,,40,25
Ahri,Darius,Volibear,,,56,34
Caitlyn,Darius,Volibear,,,103,61
Darius,Morgana,Volibear,,,51,26
Ahri,Caitlyn,Darius,,,206,100
Ahri,Darius,Morgana,,,86,47
Caitlyn,Darius,Morgana,,,197,97
Ahri,Caitlyn,Volibear,,,167,92
Ahri,Morgana,Volibear,,,67,36
Ahri,Caitlyn,Morgana,,,213,110
Chogath,Jinx,Kayn,,,78,47
Chogath,Kayn,Lulu,,,33,22
AurelionSol,Jinx,Kayn,,,43,17
Graves,Jax,Lux,,,32,16
Graves,Jax,Jinx,,,34,21
Jax,Jinx,Neeko,,,31,17
Graves,Jinx,Lux,,,74,35
Caitlyn,Mordekaiser,Yorick,,,69,44
Caitlyn,Malzahar,Yorick,,,135,86
Caitlyn,Malzahar,Mordekaiser,,,94,53
Caitlyn,Malphite,Mordekaiser,,,43,19
Garen,Hecarim,Thresh,,,30,11
Garen,Thresh,Veigar,,,35,19
Garen,Thresh,Twitch,,,35,18
Garen,Jinx,Viktor,,,75,31
Braum,Garen,Viktor,,,32,20
Braum,Garen,Jinx,,,63,37
Braum,Jinx,Viktor,,,36,18
Ezreal,Kayn,Vex,,,40,19
Amumu,Rakan,Xayah,,,57,29
Katarina,Rakan,Xayah,,,72,36
Caitlyn,Tryndamere,Yorick,,,42,23
Caitlyn,Morgana,Tryndamere,,,72,34
DrMundo,Jhin,Zed,,,67,37
Kayn,Mel,Vayne,,,63,34
Nautilus,Orianna,Vayne,,,30,15
Kayn,Mel,Nautilus,,,43,24
Shaco,Yasuo,Yorick,,,63,28
Yasuo,Yorick,Ziggs,,,46,22
Caitlyn,Cassiopeia,Morgana,,,30,12
Darius,Ezreal,Warwick,,,92,48
Darius,Thresh,Warwick,,,59,32
Ezreal,Thresh,Warwick,,,77,46
Darius,Ezreal,Thresh,,,121,58
Kayn,Mordekaiser,Zed,,,82,36
Kaisa,Kayn,Mordekaiser,,,91,44
Mel,Mordekaiser,Zed,,,65,30
Kayn,Mel,Zed,,,52,26
Fizz,Garen,Viego,,,42,25
Fizz,Garen,Tristana,,,41,34
Fizz,Tristana,Viego,,,43,19
Jinx,Tryndamere,XinZhao,,,31,10
Jinx,Nautilus,Tryndamere,,,51,29
Jinx,Nautilus,XinZhao,,,57,33
Jinx,Nautilus,Ryze,,,34,21
Jinx,Mordekaiser,Poppy,,,41,25
Jinx,Naafiri,Poppy,,,33,21
Lucian,MasterYi,Sett,,,45,23
Lux,Nocturne,Yorick,,,87,50
Lux,Thresh,Yorick,,,50,22
Caitlyn,Lux,Thresh,,,81,42
Blitzcrank,MasterYi,Tristana,,,42,21
Garen,Yasuo,Yorick,,,33,17
Morgana,Yasuo,Yorick,,,101,63
Garen,Yorick,Zed,,,30,18
Brand,Yorick,Zed,,,57,30
Ezreal,Garen,Yorick,,,76,43
Brand,Garen,Yorick,,,37,21
Brand,Ezreal,Yorick,,,79,42
Brand,Garen,Zed,,,55,29
Brand,Ezreal,Garen,,,73,40
Jinx,LeeSin,Singed,,,45,21
Diana,Jinx,LeeSin,,,64,29
Diana,LeeSin,Yuumi,,,31,14
Jinx,LeeSin,Yuumi,,,45,23
Aatrox,Shaco,Yone,,,34,16
Aatrox,Lucian,Shaco,,,60,32
Aatrox,Lucian,Yone,,,42,18
Garen,MasterYi,Viktor,,,36,14
Caitlyn,Garen,MasterYi,,,122,59
Caitlyn,Garen,Viktor,,,73,34
Caitlyn,Garen,Milio,,,76,39
Caitlyn,MasterYi,Milio,,,60,31
Caitlyn,Naafiri,Yorick,,,90,46
Caitlyn,Yorick,Zoe,,,61,32
Bard,Caitlyn,Yorick,,,46,21
Caitlyn,Naafiri,Zoe,,,41,21
Amumu,Jinx,TahmKench,,,34,12
Amumu,Jinx,Milio,,,68,39
Nocturne,Varus,Yasuo,,,64,36
Milio,Nocturne,Yasuo,,,33,15
Nocturne,Varus,Vladimir,,,37,22
Gwen,Irelia,Kaisa,,,76,37
Caitlyn,Evelynn,Garen,,,37,18
Caitlyn,Yone,Zyra,,,131,69
Darius,Lucian,Pantheon,,,54,28
Darius,Galio,Lucian,,,40,24
Galio,Lucian,Pantheon,,,34,13
Kayn,Leblanc,Mordekaiser,,,30,17
Kayn,Mordekaiser,Vayne,,,59,31
Kayn,Lulu,Mordekaiser,,,55,34
Leblanc,Lulu,Mordekaiser,,,30,18
Kayn,Leblanc,Lulu,,,47,23
Leblanc,Lulu,Vayne,,,72,40
Jax,Mel,Viego,,,41,17
Jax,Lulu,Viego,,,48,26
Jax,Lulu,Mel,,,38,18
Mel,Nasus,Viego,,,43,14
Lulu,Nasus,Viego,,,38,16
Amumu,Lux,Varus,,,52,27
Caitlyn,Fiora,Shaco,,,44,21
Fiora,Lux,Shaco,,,31,19
Annie,Caitlyn,Lux,,,56,29
Bard,Ezreal,Jax,,,30,15
Ashe,Kayn,Yone,,,122,68
Ahri,Kayn,Yone,,,60,33
Ahri,Lux,Yone,,,73,43
Ahri,Ashe,Yone,,,62,34
Ashe,Kayn,Lux,,,142,78
Ahri,Kayn,Lux,,,126,61
Ahri,Ashe,Lux,,,121,62
Jinx,Katarina,Trundle,,,43,24
Jinx,Mel,Trundle,,,47,26
Ezreal,Leblanc,TahmKench,,,30,14
Ezreal,Leblanc,Singed,,,30,16
Caitlyn,Graves,Gwen,,,30,10
Caitlyn,Gwen,Leona,,,72,37
Caitlyn,Graves,Veigar,,,40,24
Caitlyn,Graves,Leona,,,41,20
Caitlyn,Leona,Veigar,,,57,22
Darius,MasterYi,Viktor,,,36,17
Ashe,Darius,MasterYi,,,56,23
Darius,MasterYi,Nautilus,,,41,21
Darius,Nautilus,Viktor,,,38,18
Ashe,Darius,Nautilus,,,60,32
Ashe,MasterYi,Viktor,,,43,26
Aurora,Kaisa,MasterYi,,,30,15
Aurora,MasterYi,Nautilus,,,30,16
MasterYi,Nautilus,Veigar,,,40,24
Kaisa,Nautilus,Veigar,,,69,39
Jhin,Mel,Warwick,,,171,89
Lux,Mel,Warwick,,,135,75
Malphite,MissFortune,Sylas,,,85,45
Ashe,MissFortune,Sylas,,,44,18
Ashe,Sylas,Zyra,,,31,18
MissFortune,Sylas,Zyra,,,101,58
Ashe,Malphite,MissFortune,,,37,15
Ashe,Malphite,Zyra,,,32,20
Ezreal,Leblanc,Yasuo,,,52,17
Ezreal,Nami,Yasuo,,,100,57
Caitlyn,Darius,Nocturne,,,96,57
Darius,Morgana,Nocturne,,,41,20
Caitlyn,Darius,Hwei,,,71,42
Darius,Hwei,Morgana,,,30,19
Caitlyn,Hwei,Nocturne,,,51,30
Caitlyn,Morgana,Nocturne,,,179,99
Caitlyn,Hwei,Morgana,,,61,32
Ezreal,Sion,Talon,,,33,17
Ahri,Ezreal,Sion,,,80,44
Ahri,Nami,Sion,,,50,32
Ahri,Ezreal,Talon,,,60,31
Brand,Jhin,Trundle,,,60,31
Aurora,Jhin,Naafiri,,,45,20
DrMundo,Lux,Vi,,,43,27
Ahri,Karma,Warwick,,,54,31
Karma,Tristana,Warwick,,,53,26
Ahri,Nocturne,Tristana,,,100,49
Ahri,Karma,Nocturne,,,68,31
Karma,Nocturne,Tristana,,,50,31
Ahri,Karma,Tristana,,,70,34
Ezreal,Gangplank,Mel,,,51,26
Ezreal,FiddleSticks,Mel,,,57,29
Caitlyn,Jax,Naafiri,,,79,37
Jax,Naafiri,Nami,,,30,14
Caitlyn,Jax,Nami,,,57,27
Caitlyn,Lissandra,Naafiri,,,41,15
Caitlyn,Naafiri,Nami,,,80,36
Ahri,Garen,LeeSin,,,84,36
Garen,LeeSin,MissFortune,,,100,50
Ahri,LeeSin,MissFortune,,,174,86
Pyke,Vayne,Viego,,,38,21
Ahri,DrMundo,Kayn,,,47,24
DrMundo,Kayn,Lulu,,,32,19
Ahri,DrMundo,Varus,,,46,22
Ahri,DrMundo,Lulu,,,57,24
DrMundo,Lulu,Varus,,,35,19
Ahri,Lulu,Varus,,,91,44
Illaoi,Jinx,Lux,,,84,45
Jinx,XinZhao,Yasuo,,,75,38
Lux,XinZhao,Yasuo,,,87,46
Jinx,Lux,XinZhao,,,105,48
Akali,Jinx,Poppy,,,33,15
Ahri,Jinx,Karma,,,93,38
Aatrox,Varus,Vi,,,37,22
Aatrox,Orianna,Varus,,,40,19
Varus,Velkoz,Vi,,,32,20
Gwen,Sylas,Yorick,,,33,14
Gwen,Thresh,Yorick,,,52,24
Gwen,Jinx,Sylas,,,86,49
Gwen,Sylas,Thresh,,,65,33
Gwen,Jinx,Thresh,,,192,91
Jinx,Thresh,Yorick,,,186,103
Jinx,Sylas,Thresh,,,224,113
Malzahar,Teemo,Warwick,,,35,21
Kaisa,Malzahar,Teemo,,,72,41
Kaisa,Malzahar,Warwick,,,95,54
Kaisa,Rakan,Warwick,,,30,20
LeeSin,Milio,Sylas,,,42,20
Darius,Ezreal,Malphite,,,57,24
Ezreal,Malphite,Sylas,,,96,46
Teemo,Vi,Yasuo,,,51,27
Ashe,Teemo,Yasuo,,,99,49
Ambessa,LeeSin,Mel,,,35,19
Ambessa,LeeSin,Nautilus,,,30,21
LeeSin,Mel,Nautilus,,,30,15
Darius,Mordekaiser,Yone,,,33,18
Ashe,Darius,Mordekaiser,,,40,18
Mordekaiser,Thresh,Yone,,,83,40
Ashe,Mordekaiser,Thresh,,,68,30
Ashe,Darius,Yone,,,74,44
Ashe,Darius,Thresh,,,66,32
Malphite,Malzahar,Shaco,,,34,17
Ashe,Malphite,Malzahar,,,53,25
Ashe,Malzahar,Shaco,,,59,33
Ashe,Malzahar,Velkoz,,,30,13
Ambessa,Kaisa,Yone,,,33,10
Kaisa,Neeko,Yone,,,64,34
Lux,Varus,Yorick,,,100,51
Lux,Sejuani,Varus,,,32,18
Jhin,Lux,Sejuani,,,90,44
Jhin,Lux,Varus,,,31,12
Aatrox,MasterYi,MissFortune,,,60,27
Aatrox,MissFortune,Zed,,,88,36
Aatrox,Nami,Zed,,,47,19
Aatrox,MissFortune,Nami,,,48,31
MasterYi,MissFortune,Zed,,,80,44
MasterYi,MissFortune,Nami,,,46,30
Kaisa,Singed,Yasuo,,,40,13
Akshan,Kaisa,Lulu,,,32,17
Kaisa,Lulu,Yasuo,,,141,74
Ambessa,Diana,Jhin,,,54,26
Ambessa,Jhin,Leona,,,32,14
Diana,Jhin,Leblanc,,,48,18
Diana,Jhin,Leona,,,86,55
Caitlyn,Galio,Yorick,,,68,35
Caitlyn,Galio,LeeSin,,,77,39
Caitlyn,LeeSin,Milio,,,52,24
Ekko,Yone,Yorick,,,38,21
Mel,Yone,Yorick,,,95,51
Ekko,Mel,Yone,,,49,24
Caitlyn,Ekko,Mel,,,77,43
Ezreal,Quinn,Viego,,,43,20
Ezreal,Nautilus,Viego,,,81,35
Samira,Warwick,Yone,,,61,31
Malzahar,Samira,Warwick,,,36,13
Malzahar,Soraka,Warwick,,,31,16
Jinx,Nasus,Shaco,,,58,32
Brand,Jinx,Nasus,,,45,30
Hwei,Jinx,Shaco,,,57,33
Aurora,Jhin,Swain,,,33,18
Mel,XinZhao,Yasuo,,,36,20
Kayn,Leblanc,Nautilus,,,39,23
Shaco,Tristana,Yorick,,,75,44
Senna,Tristana,Yorick,,,36,22
Lucian,Senna,Yorick,,,37,19
Senna,Shaco,Tristana,,,36,17
Ashe,Ryze,Vi,,,39,16
Ashe,Mel,Vi,,,55,30
Azir,Ezreal,Shaco,,,38,14
Lux,Naafiri,Twitch,,,51,23
Lux,Naafiri,Sett,,,120,69
Naafiri,Sett,Zyra,,,41,28
Lux,Sett,Zyra,,,38,21
Darius,Gwen,Morgana,,,33,20
Darius,Gwen,Lucian,,,60,30
Gwen,Lucian,Morgana,,,36,12
Gwen,Lucian,Senna,,,43,21
Darius,Lucian,Morgana,,,40,16
Darius,Lucian,Senna,,,44,23
Chogath,Shaco,Yone,,,41,20
Ashe,Shaco,Yone,,,89,53
Ashe,Elise,Yone,,,39,22
Kayle,Kayn,Lux,,,75,38
Jhin,Kayle,Leblanc,,,36,19
Jhin,Kayle,Lux,,,109,48
Jhin,Leblanc,Lux,,,120,56
MissFortune,Thresh,Urgot,,,40,24
MissFortune,Nunu,Thresh,,,38,25
Caitlyn,Gnar,Shaco,,,44,19
Gnar,Lux,Shaco,,,35,12
Caitlyn,Gnar,Lux,,,132,70
Caitlyn,Kassadin,Lux,,,48,18
Aatrox,Ekko,Tristana,,,50,21
Gangplank,Jhin,Kayn,,,48,20
Gangplank,Jhin,Sylas,,,67,28
Gangplank,Nami,Sylas,,,37,19
Gangplank,Jhin,Nami,,,40,16
Jhin,Kayn,Sylas,,,133,70
Kayn,Nami,Sylas,,,57,26
Jhin,Nami,Sylas,,,78,42
Yasuo,Yuumi,Zac,,,55,31
Caitlyn,Yasuo,Yuumi,,,56,28
Gwen,Jinx,Orianna,,,34,18
Jinx,Leblanc,Zed,,,53,22
Ambessa,Diana,Lucian,,,36,19
MissFortune,Sion,Warwick,,,74,42
Lux,Sion,Warwick,,,60,34
Lux,MissFortune,Sion,,,115,54
MissFortune,Vladimir,Warwick,,,67,40
Lux,MissFortune,Vladimir,,,80,44
Darius,Smolder,Yone,,,48,23
Darius,Nautilus,Yone,,,48,21
Darius,Teemo,Yone,,,50,29
Nautilus,Smolder,Yone,,,37,21
Smolder,Teemo,Yone,,,53,27
Garen,Jinx,Mordekaiser,,,48,27
Garen,Lux,Mordekaiser,,,33,16
Jinx,Mordekaiser,Talon,,,69,34
Lux,Mordekaiser,Talon,,,44,20
Garen,Jinx,Talon,,,48,23
Garen,Lux,Talon,,,47,21
Garen,Jinx,Lux,,,228,117
Jinx,Lux,Talon,,,69,31
Varus,Warwick,Yorick,,,30,24
Sylas,Varus,Yorick,,,73,38
Sylas,Velkoz,Yorick,,,38,22
Varus,Velkoz,Yorick,,,35,20
Sylas,Varus,Warwick,,,52,25
Sylas,Velkoz,Warwick,,,32,19
Jhin,Nocturne,Trundle,,,32,19
Chogath,Jhin,Nocturne,,,73,38
Janna,Jhin,Nocturne,,,38,19
Leblanc,Shaco,Vayne,,,51,20
Cassiopeia,Darius,Jinx,,,42,19
Gwen,Lux,Teemo,,,34,17
Gwen,Teemo,Thresh,,,33,16
Lux,Teemo,Twitch,,,51,23
Lux,Teemo,Thresh,,,30,18
Gwen,Lux,Twitch,,,34,15
Chogath,Kaisa,Warwick,,,50,24
Gwen,Sejuani,Yone,,,35,12
Gwen,Janna,Yone,,,38,19
MissFortune,Sejuani,Yone,,,72,36
Janna,MissFortune,Yone,,,39,21
Malzahar,Twitch,Warwick,,,40,16
Lux,Malzahar,Warwick,,,102,54
Lux,Twitch,Warwick,,,49,28
Malzahar,Nocturne,Twitch,,,33,22
Lux,Malzahar,Nocturne,,,58,33
Lux,Nocturne,Twitch,,,52,22
Jax,Pantheon,Tristana,,,53,26
Jax,Seraphine,Tristana,,,39,16
Ahri,Naafiri,Senna,,,42,20
Ahri,Ashe,Naafiri,,,97,53
Ashe,Naafiri,Senna,,,36,12
Brand,Caitlyn,Vladimir,,,40,14
Chogath,Kaisa,LeeSin,,,54,24
Chogath,LeeSin,Thresh,,,33,15
Kaisa,LeeSin,Renekton,,,96,46
LeeSin,Renekton,Thresh,,,40,16
Kaisa,Renekton,Thresh,,,97,42
Kayn,Tristana,Yasuo,,,101,49
Kayn,Neeko,Yasuo,,,42,16
Kayn,Neeko,Tristana,,,32,13
Neeko,Tristana,Yasuo,,,45,21
MissFortune,Naafiri,Soraka,,,45,20
MissFortune,Soraka,Yone,,,58,28
Caitlyn,Gangplank,Kayn,,,42,23
Kayn,Yone,Yuumi,,,64,32
Caitlyn,Kayn,Yuumi,,,47,22
Caitlyn,Graves,Vladimir,,,31,16
DrMundo,Ekko,Jinx,,,41,22
DrMundo,Jinx,Yone,,,77,33
DrMundo,Yone,Yuumi,,,32,14
DrMundo,Jinx,Yuumi,,,38,17
Ezreal,Khazix,Mordekaiser,,,54,19
Khazix,Lux,Mordekaiser,,,49,23
Ezreal,Khazix,Lux,,,102,57
Ezreal,Lux,Quinn,,,55,32
Caitlyn,Teemo,Warwick,,,114,68
Caitlyn,Karma,Teemo,,,59,30
